# from_timestamp_us, to_timestamp_us, file_index
57923107609, 57923207595, 10
57923207595, 57923307609, 12
57923307609, 57923407607, 14
57923407607, 57923507610, 16
57923507610, 57923607612, 18
57923607612, 57923707606, 20
57923707606, 57923807608, 22
57923807608, 57923907610, 24
57923907610, 57924007557, 26
57924007557, 57924107583, 28
57924107583, 57924207609, 30
57924207609, 57924307603, 32
57924307603, 57924407606, 34
57924407606, 57924507600, 36
57924507600, 57924607602, 38
57924607602, 57924707609, 40
57924707609, 57924807607, 42
57924807607, 57924907609, 44
57924907609, 57925007556, 46
57925007556, 57925107606, 48
57925107606, 57925207588, 50
57925207588, 57925307606, 52
57925307606, 57925407604, 54
57925407604, 57925507611, 56
57925507611, 57925607613, 58
57925607613, 57925707611, 60
57925707611, 57925807617, 62
57925807617, 57925907619, 64
57925907619, 57926007554, 66
57926007554, 57926107604, 68
57926107604, 57926207590, 70
57926207590, 57926307600, 72
57926307600, 57926407603, 74
57926407603, 57926507609, 76
57926507609, 57926607607, 78
57926607607, 57926707614, 80
57926707614, 57926807620, 82
57926807620, 57926907610, 84
57926907610, 57927007549, 86
57927007549, 57927107595, 88
57927107595, 57927207589, 90
57927207589, 57927307595, 92
57927307595, 57927407593, 94
57927407593, 57927507596, 96
57927507596, 57927607598, 98
57927607598, 57927707592, 100
57927707592, 57927807594, 102
57927807594, 57927907596, 104
57927907596, 57928007547, 106
57928007547, 57928107577, 108
57928107577, 57928207591, 110
57928207591, 57928307593, 112
57928307593, 57928407600, 114
57928407600, 57928507602, 116
57928507602, 57928607596, 118
57928607596, 57928707599, 120
57928707599, 57928807605, 122
57928807605, 57928907603, 124
57928907603, 57929007546, 126
57929007546, 57929107572, 128
57929107572, 57929207586, 130
57929207586, 57929307596, 132
57929307596, 57929407603, 134
57929407603, 57929507597, 136
57929507597, 57929607599, 138
57929607599, 57929707598, 140
57929707598, 57929807604, 142
57929807604, 57929907610, 144
57929907610, 57930007545, 146
57930007545, 57930107575, 148
57930107575, 57930207593, 150
57930207593, 57930307591, 152
57930307591, 57930407597, 154
57930407597, 57930507600, 156
57930507600, 57930607598, 158
